fiscal_year,service,branch,profile_id,profile,fund_type,fund,approved
2023,Parks,Building Great Neighbourhoods,18-28-1014,Heritage Valley District Park,Pay-As-You-Go (PAYG),Pay-As-You-Go,906000.00
2023,Parks,Building Great Neighbourhoods,21-30-9304,Keswick East Park Development,Grants,Canada Community-Building Fund (CCBF),44000.00
2023,Parks,Building Great Neighbourhoods,21-30-9304,Keswick East Park Development,Pay-As-You-Go (PAYG),Pay-As-You-Go,9000.00
2023,Parks,Building Great Neighbourhoods,21-30-9305,Keswick West Park Development,Grants,Canada Community-Building Fund (CCBF),83000.00
2023,Parks,Building Great Neighbourhoods,21-30-9305,Keswick West Park Development,Pay-As-You-Go (PAYG),Pay-As-You-Go,10000.00
2023,Parks,Building Great Neighbourhoods,21-30-9301,Kinistinaw Park Phase II,Community Revitalization Levy,Debt CRL Quarters,267000.00
2023,Parks,Building Great Neighbourhoods,21-30-9301,Kinistinaw Park Phase II,Pay-As-You-Go (PAYG),Pay-As-You-Go,-111000.00
2023,Parks,Building Great Neighbourhoods,12-17-1064,McConachie District Park Site,Pay-As-You-Go (PAYG),Pay-As-You-Go,1000.00
2023,Parks,Building Great Neighbourhoods,20-30-9200,McConachie School GLS,Pay-As-You-Go (PAYG),Pay-As-You-Go,-26000.00
2023,Parks,Building Great Neighbourhoods,CM-36-3636,Neighbourhood Park Development Program - New,Developer / Partner Financing,Developer Financing,258000.00
2023,Parks,Building Great Neighbourhoods,CM-36-3636,Neighbourhood Park Development Program - New,Developer / Partner Financing,Partnership Funding,18000.00
2023,Parks,Building Great Neighbourhoods,CM-36-3636,Neighbourhood Park Development Program - New,Grants,Canada Community Revitalization Fund (CCRF),267000.00
2023,Parks,Building Great Neighbourhoods,CM-36-3636,Neighbourhood Park Development Program - New,Grants,Other Grants - Federal,-37000.00
2023,Parks,Building Great Neighbourhoods,CM-36-3636,Neighbourhood Park Development Program - New,Pay-As-You-Go (PAYG),Pay-As-You-Go,1217000.00
2023,Parks,Building Great Neighbourhoods,CM-33-0000,Open Space: Open Spaces - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,2505000.00
2023,Parks,Building Great Neighbourhoods,CM-38-0000,Open Space: Overland Drainage - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,246000.00
2023,Parks,Building Great Neighbourhoods,CM-32-0000,Open Space: Parks - Renewal,Grants,Munc Sustain. Initiative - MSI,7894000.00
2023,Parks,Building Great Neighbourhoods,CM-32-0000,Open Space: Parks - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,369000.00
2023,Parks,Building Great Neighbourhoods,CM-36-0000,Open Space: Partner Renewal (NPDP Renewal),Developer / Partner Financing,Developer Financing,275000.00
2023,Parks,Building Great Neighbourhoods,CM-36-0000,Open Space: Partner Renewal (NPDP Renewal),Developer / Partner Financing,Partnership Funding,8000.00
2023,Parks,Building Great Neighbourhoods,CM-36-0000,Open Space: Partner Renewal (NPDP Renewal),Pay-As-You-Go (PAYG),Pay-As-You-Go,635000.00
2023,Parks,Building Great Neighbourhoods,CM-30-3030,Open Space: Planning and Design - Growth,Grants,Federal - Active Transportation Fund,36000.00
2023,Parks,Building Great Neighbourhoods,CM-30-3030,Open Space: Planning and Design - Growth,Pay-As-You-Go (PAYG),Pay-As-You-Go,214000.00
2023,Parks,Building Great Neighbourhoods,CM-31-0000,Open Space: River Valley System - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,3198000.00
2023,Parks,Building Great Neighbourhoods,15-17-1082,Secord School/Park Site Development,Pay-As-You-Go (PAYG),Pay-As-You-Go,1000.00
2023,Parks,Building Great Neighbourhoods,23-30-9320,Secord South Park Development,Grants,Munc Sustain. Initiative - MSI,1682000.00
2023,Parks,Building Great Neighbourhoods,23-30-9320,Secord South Park Development,Pay-As-You-Go (PAYG),Pay-As-You-Go,256000.00
2023,Parks,Building Great Neighbourhoods,20-30-9202,South Haven and Northern Lights Cemetery Expansion,Pay-As-You-Go (PAYG),Pay-As-You-Go,9000.00
2023,Parks,Building Great Neighbourhoods,15-17-1080,Walker School/Park Site Development,Pay-As-You-Go (PAYG),Pay-As-You-Go,1000.00
2023,Parks,Building Great Neighbourhoods,23-30-9321,Warehouse Park,Community Revitalization Levy,Debt CRL Downtown,3367000.00
2023,Parks,Building Great Neighbourhoods,14-17-1070,Windermere School/Park Site Development,Pay-As-You-Go (PAYG),Pay-As-You-Go,3000.00
2023,Parks,Infrastructure Delivery,15-28-4200,"Ambleside SW District Office, Maintenance Yard & Fuel Site",Pay-As-You-Go (PAYG),Pay-As-You-Go,1123000.00
2023,Parks,Infrastructure Delivery,15-28-5823,Jasper Place Bowl Grandstand Replacement,Pay-As-You-Go (PAYG),Pay-As-You-Go,4000.00
2023,Parks,Infrastructure Delivery,23-10-9317,Kennedale Snow Storage Site Upgrades,Pay-As-You-Go (PAYG),Pay-As-You-Go,917000.00
2023,Parks,Infrastructure Delivery,15-75-5071,Queen Elizabeth Planetarium Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,7000.00
2023,Parks,Infrastructure Delivery,21-31-9100,Rundle Park Road and Parking Lot Renewal,Grants,Munc Sustain. Initiative - MSI,1631000.00
2023,Parks,Infrastructure Delivery,21-31-9100,Rundle Park Road and Parking Lot Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,67000.00
2023,Parks,Infrastructure Delivery,16-17-6110,Terwillegar Park Footbridge,Pay-As-You-Go (PAYG),Pay-As-You-Go,25000.00
2023,Parks,Infrastructure Delivery,21-32-9101,William Hawrelak Park Rehabilitation,Grants,Munc Sustain. Initiative - MSI,1505000.00
2023,Parks,Infrastructure Delivery,21-32-9101,William Hawrelak Park Rehabilitation,Tax-Supported Debt,Tax-Supported Debt,40935000.00
2023,Parks,Infrastructure Planning and Design,CM-39-0000,Open Space - Minor Renewal Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,1811000.00
2023,Parks,Infrastructure Planning and Design,CM-39-0000,Open Space - Minor Renewal Program,Reserves,Cemetery Reserve,50000.00
2023,Parks,Infrastructure Planning and Design,CM-34-0000,Open Space: Landslide and Erosion Management Program,Developer / Partner Financing,Developer Financing,886000.00
2023,Parks,Infrastructure Planning and Design,CM-34-0000,Open Space: Landslide and Erosion Management Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,4345000.00
2023,Parks,Planning and Environment Services,CM-17-1024,District Park Land Acquisition (FMP Repayment),Reserves,Funds-in-Lieu Reserve,1000000.00
2023,Parks,Planning and Environment Services,CM-17-1022,District Park Land Acquisition (New ASPs),Reserves,Funds-in-Lieu Reserve,4363000.00
2023,Parks,Planning and Environment Services,CM-16-1232,Dry Pond Land Acquisitions,Developer / Partner Financing,EPCOR Contribution,24000.00
2023,Parks,Planning and Environment Services,CM-17-1020,Mature Area Land Acquisition,Pay-As-You-Go (PAYG),Pay-As-You-Go,47000.00
2023,Parks,Planning and Environment Services,CM-17-1020,Mature Area Land Acquisition,Reserves,Funds-in-Lieu Reserve,312000.00
2023,Parks,Planning and Environment Services,CM-21-6000,Pedestrian Wayfinding,Grants,Munc Sustain. Initiative - MSI,50000.00
2023,Parks,Planning and Environment Services,CM-21-6000,Pedestrian Wayfinding,Pay-As-You-Go (PAYG),Pay-As-You-Go,105000.00
2023,Parks,Planning and Environment Services,CM-17-1001,River Valley Land Acquisition,Pay-As-You-Go (PAYG),Pay-As-You-Go,6568000.00
2023,Parks,Planning and Environment Services,CM-17-1001,River Valley Land Acquisition,Reserves,Parkland Purchase Reserve,6526000.00
2023,Parks,Planning and Environment Services,CM-17-1010,Shared Park Development Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,78000.00
2023,Parks,Planning and Environment Services,CM-17-1004,Suburban School and Park Land Acquisition,Reserves,Funds-in-Lieu Reserve,4274000.00
2023,Public Safety,Fire Rescue Services,CM-70-0001,Fire Rescue Equipment Replacement,Pay-As-You-Go (PAYG),Pay-As-You-Go,730000.00
2023,Public Safety,Infrastructure Delivery,21-11-9600,EPS-Police Headquarters Rehabilitation,Grants,Munc Sustain. Initiative - MSI,8925000.00
2023,Public Safety,Infrastructure Delivery,21-11-9600,EPS-Police Headquarters Rehabilitation,Pay-As-You-Go (PAYG),PAYG Capital Reserve - Police,273000.00
2023,Public Safety,Infrastructure Delivery,24-11-9611,Fire Station 7 (Highlands) Building Rehabilitation,Grants,Munc Sustain. Initiative - MSI,349000.00
2023,Public Safety,Infrastructure Delivery,24-11-9611,Fire Station 7 (Highlands) Building Rehabilitation,Pay-As-You-Go (PAYG),Pay-As-You-Go,12000.00
2023,Public Safety,Infrastructure Delivery,20-10-9003,Fire Station No.19 Rehabilitation,Grants,Munc Sustain. Initiative - MSI,4901000.00
2023,Public Safety,Infrastructure Delivery,20-10-9003,Fire Station No.19 Rehabilitation,Pay-As-You-Go (PAYG),Pay-As-You-Go,172000.00
2023,Public Safety,Infrastructure Delivery,20-10-9002,Fire Station No.3 Rehabilitation,Grants,Munc Sustain. Initiative - MSI,4838000.00
2023,Public Safety,Infrastructure Delivery,20-10-9002,Fire Station No.3 Rehabilitation,Pay-As-You-Go (PAYG),Pay-As-You-Go,170000.00
2023,Public Safety,Infrastructure Delivery,15-70-0004,Windermere Fire Station,Pay-As-You-Go (PAYG),Pay-As-You-Go,3903000.00
2023,Public Safety,Infrastructure Planning and Design,CM-11-0000,Facility: Safety and Security - Renewal,Grants,Munc Sustain. Initiative - MSI,417000.00
2023,Public Safety,Infrastructure Planning and Design,CM-11-0000,Facility: Safety and Security - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,27000.00
2023,Public Safety,Infrastructure Planning and Design,CM-11-0000,Facility: Safety and Security - Renewal,Pay-As-You-Go (PAYG),PAYG Capital Reserve - Police,230000.00
2023,Public Safety,Infrastructure Planning and Design,21-10-9105,Fire Station #8 Relocation - Blatchford,Tax-Supported Debt,Tax-Supported Debt,1721000.00
2023,Public Safety,LRT Expansion and Renewal,16-66-3302,LRT NE Crossings - Safety Improvements,Pay-As-You-Go (PAYG),Pay-As-You-Go,-21000.00
2023,Public Safety,Parks and Roads Services,CM-66-2596,Safe and Livable Community Streets,Reserves,Traffic Safety Automated Enfmt Resrv,1542000.00
2023,Public Safety,Parks and Roads Services,CM-66-2585,Safe Crossings,Reserves,Traffic Safety Automated Enfmt Resrv,5304000.00
2023,Public Safety,Police Service,21-60-1747,Automated Fingerprint Identification Sys,Pay-As-You-Go (PAYG),PAYG Capital Reserve - Police,398000.00
2023,Public Safety,Police Service,21-60-1472,"CRIMM - CAD-RMS Integration, Modernization and Maximization",Pay-As-You-Go (PAYG),Pay-As-You-Go,1685000.00
2023,Public Safety,Police Service,21-60-1472,"CRIMM - CAD-RMS Integration, Modernization and Maximization",Pay-As-You-Go (PAYG),PAYG Capital Reserve - Police,2528000.00
2023,Public Safety,Police Service,21-60-1471,EPS Enterprise Commons,Pay-As-You-Go (PAYG),PAYG Capital Reserve - Police,730000.00
2023,Public Safety,Police Service,20-60-1620,In-Car Video,Pay-As-You-Go (PAYG),Pay-As-You-Go,182000.00
2023,Public Safety,Police Service,20-60-1620,In-Car Video,Pay-As-You-Go (PAYG),PAYG Capital Reserve - Police,44000.00
2023,Public Safety,Police Service,12-60-1376,Northwest Campus,Pay-As-You-Go (PAYG),Pay-As-You-Go,34000.00
2023,Public Safety,Police Service,12-60-1376,Northwest Campus,Tax-Supported Debt,Tax-Supported Debt,1341000.00
2023,Public Safety,Police Service,CM-60-1771,Police Equipment,Developer / Partner Financing,Partnership Funding,100000.00
2023,Public Safety,Police Service,CM-60-1771,Police Equipment,Grants,Other Grants - Provincial,53000.00
2023,Public Safety,Police Service,CM-60-1771,Police Equipment,Pay-As-You-Go (PAYG),Pay-As-You-Go,1059000.00
2023,Public Safety,Police Service,CM-60-1771,Police Equipment,Pay-As-You-Go (PAYG),PAYG Capital Reserve - Police,479000.00
2023,Public Safety,Police Service,CM-60-1461,Police IT - Applications Enhancement,Grants,Other Grants - Provincial,312000.00
2023,Public Safety,Police Service,CM-60-1461,Police IT - Applications Enhancement,Pay-As-You-Go (PAYG),Pay-As-You-Go,1491000.00
2023,Public Safety,Police Service,CM-60-1460,Police IT - Applications Sustainment,Pay-As-You-Go (PAYG),Pay-As-You-Go,888000.00
2023,Public Safety,Police Service,CM-60-1433,Police IT - Infrastructure Sustainment,Pay-As-You-Go (PAYG),Pay-As-You-Go,1898000.00
2023,Public Safety,Police Service,CM-60-1425,Radio Life Cycle,Grants,Other Grants - Provincial,131000.00
2023,Public Safety,Police Service,CM-60-1765,Vehicle Replacements,Grants,Other Grants - Provincial,542000.00
2023,Public Safety,Police Service,CM-60-1765,Vehicle Replacements,Pay-As-You-Go (PAYG),PAYG Capital Reserve - Police,7889000.00
2023,Public Safety,Police Service,CM-60-1765,Vehicle Replacements,Reserves,Financial Stabilization Resrv.,1100000.00
2023,Public Transit,Edmonton Transit Service,21-61-3411,Active Air & Surface Purification Technology for ETS & DATS Fleet,Reserves,Financial Stabilization Resrv.,1239000.00
2023,Public Transit,Edmonton Transit Service,CM-61-3609,Bus Equipment Renewal,Grants,Munc Sustain. Initiative - MSI,1135000.00
2023,Public Transit,Edmonton Transit Service,CM-61-3609,Bus Equipment Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,518000.00
2023,Public Transit,Edmonton Transit Service,CM-66-3600,Bus Fleet & Equipment Rehab & Replacement,Developer / Partner Financing,Partnership Funding,161000.00
2023,Public Transit,Edmonton Transit Service,CM-66-3600,Bus Fleet & Equipment Rehab & Replacement,Grants,Canada Community-Building Fund (CCBF),13741000.00
2023,Public Transit,Edmonton Transit Service,CM-66-3600,Bus Fleet & Equipment Rehab & Replacement,Grants,Munc Sustain. Initiative - MSI,5350000.00
2023,Public Transit,Edmonton Transit Service,CM-66-3600,Bus Fleet & Equipment Rehab & Replacement,Pay-As-You-Go (PAYG),Pay-As-You-Go,2727000.00
2023,Public Transit,Edmonton Transit Service,CM-66-3608,Electric Buses,Pay-As-You-Go (PAYG),Pay-As-You-Go,409000.00
2023,Public Transit,Edmonton Transit Service,21-61-3621,Electric Buses - ZEB Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,2000.00
2023,Public Transit,Edmonton Transit Service,CM-66-3000,Transit Communications Renewal,Grants,Munc Sustain. Initiative - MSI,202000.00
2023,Public Transit,Edmonton Transit Service,CM-66-3000,Transit Communications Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,2433000.00
2023,Public Transit,Edmonton Transit Service,13-66-1294,Transit Smart Fare System (Smart Card),Developer / Partner Financing,Partnership Funding,486000.00
2023,Public Transit,Edmonton Transit Service,13-66-1294,Transit Smart Fare System (Smart Card),Grants,Green-trip,4365000.00
2023,Public Transit,Edmonton Transit Service,13-66-1294,Transit Smart Fare System (Smart Card),Grants,Munc Sustain. Initiative - MSI,2016000.00
2023,Public Transit,Edmonton Transit Service,13-66-1294,Transit Smart Fare System (Smart Card),Pay-As-You-Go (PAYG),Pay-As-You-Go,180000.00
2023,Public Transit,Infrastructure Delivery,16-66-3524,Castledowns Transit Centre Busway Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,1000.00
2023,Public Transit,Infrastructure Delivery,12-66-1413,Kathleen Andrews Transit Garage,Tax-Supported Debt,Tax-Supported Debt,136000.00
2023,Public Transit,Infrastructure Planning and Design,CM-66-3501,Bus Facilities Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,2000.00
2023,Public Transit,Infrastructure Planning and Design,20-20-2022,New Transit Bus Garage,Grants,Federal - Zero Emission Transit Fund,159000.00
2023,Public Transit,Infrastructure Planning and Design,20-20-2022,New Transit Bus Garage,Tax-Supported Debt,Tax-Supported Debt,514000.00
2023,Public Transit,LRT Expansion and Renewal,18-66-3514,Capital Line LRT Heritage Valley Park and Ride Construction,Pay-As-You-Go (PAYG),Pay-As-You-Go,36000.00
2023,Public Transit,LRT Expansion and Renewal,21-25-9501,Central LRT Station Escalator Renewal,Grants,Munc Sustain. Initiative - MSI,2919000.00
2023,Public Transit,LRT Expansion and Renewal,21-25-9501,Central LRT Station Escalator Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,52000.00
2023,Public Transit,LRT Expansion and Renewal,CM-21-0000,Transportation: Public Transit - Renewal,Grants,Canada's Rail Safety Improvement Program (RSIP),88000.00
2023,Public Transit,LRT Expansion and Renewal,CM-21-0000,Transportation: Public Transit - Renewal,Grants,Munc Sustain. Initiative - MSI,1889000.00
2023,Public Transit,LRT Expansion and Renewal,CM-21-0000,Transportation: Public Transit - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,2444000.00
2023,Recreation & Culture,Building Great Neighbourhoods,24-31-9200,Rundle Park Trail Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,20000.00
2023,Recreation & Culture,Community Recreation and Culture,CM-21-2010,Commonwealth Stadium Equipment,Reserves,Stadium Reserve,381000.00
2023,Recreation & Culture,Community Recreation and Culture,CM-21-5601,Community Recreation and Culture - Equipment Conservation,Grants,Other Grants - Federal,819000.00
2023,Recreation & Culture,Community Recreation and Culture,CM-21-5601,Community Recreation and Culture - Equipment Conservation,Pay-As-You-Go (PAYG),Pay-As-You-Go,1191000.00
2023,Recreation & Culture,Infrastructure Delivery,20-12-0200,ACT Aquatic and Recreation Centre Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,157000.00
2023,Recreation & Culture,Infrastructure Delivery,17-99-2010,Bonnie Doon Pool Rehabilitation,Pay-As-You-Go (PAYG),Pay-As-You-Go,26000.00
2023,Recreation & Culture,Infrastructure Delivery,20-10-9005,Callingwood Arena Rehabilitation,Grants,Canada Community-Building Fund (CCBF),11000.00
2023,Recreation & Culture,Infrastructure Delivery,20-10-9005,Callingwood Arena Rehabilitation,Pay-As-You-Go (PAYG),Pay-As-You-Go,6000.00
2023,Recreation & Culture,Infrastructure Delivery,20-12-9200,Civic Precinct Surface Renewal Phase 2,Pay-As-You-Go (PAYG),Pay-As-You-Go,446000.00
2023,Recreation & Culture,Infrastructure Delivery,22-10-9312,Commonwealth Recreation Centre Solar Photovoltaic Project,Tax-Supported Debt,Tax-Supported Debt,1781000.00
2023,Recreation & Culture,Infrastructure Delivery,20-12-0220,Confederation Leisure Centre and Arena Renewal,Grants,Canada Community-Building Fund (CCBF),85000.00
2023,Recreation & Culture,Infrastructure Delivery,20-12-0220,Confederation Leisure Centre and Arena Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,32000.00
